id,kind,theme,learning_label,section_hint,source_repo_path,dest,notes
lvn-learning-0-01,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-0_n01_of_03_f000108_t0005.4s.png,Exp9 SAC shutter-split (eval +106); neighbor 2/3; frame=108
lvn-learning-0-02,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-0_n02_of_03_f000117_t0005.8s.png,Exp9 SAC shutter-split (eval +106); neighbor 3/3; frame=117
lvn-learning-1-00,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-1_n00_of_03_f000206_t0010.3s.png,Exp9 SAC shutter-split (eval +106); neighbor 1/3; frame=206
lvn-learning-1-01,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-1_n01_of_03_f000215_t0010.8s.png,Exp9 SAC shutter-split (eval +106); neighbor 2/3; frame=215
lvn-learning-1-02,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-1_n02_of_03_f000224_t0011.2s.png,Exp9 SAC shutter-split (eval +106); neighbor 3/3; frame=224
lvn-learning-2-00,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-2_n00_of_03_f000313_t0015.7s.png,Exp9 SAC shutter-split (eval +106); neighbor 1/3; frame=313
lvn-learning-2-01,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-2_n01_of_03_f000322_t0016.1s.png,Exp9 SAC shutter-split (eval +106); neighbor 2/3; frame=322
lvn-learning-2-02,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217165798903_ml_sac_shutter_split_15-43-20/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-2_n02_of_03_f000331_t0016.6s.png,Exp9 SAC shutter-split (eval +106); neighbor 3/3; frame=331
src-c85640df,source_video,learning-vs-not,learning,na,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/videos/eval_best.mp4,themes/05_learning_vs_not/source/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02__eval_best.mp4,hardlink; Exp11 MPO vector (eval +45.5)
lvn-curve-2d4bc258,plot,learning-vs-not,learning,Results,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/plots/learning_curves.png,themes/05_learning_vs_not/frames/curve_learning_9998217142297111_ml_mpo_decoupled_dual_v_2d4bc258.png,hardlink; Exp11 MPO vector (eval +45.5)
lvn-learning-0-00,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-0_n00_of_03_f000120_t0006.0s.png,Exp11 MPO vector (eval +45.5); neighbor 1/3; frame=120
lvn-learning-0-01,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-0_n01_of_03_f000129_t0006.5s.png,Exp11 MPO vector (eval +45.5); neighbor 2/3; frame=129
lvn-learning-0-02,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-0_n02_of_03_f000138_t0006.9s.png,Exp11 MPO vector (eval +45.5); neighbor 3/3; frame=138
lvn-learning-1-00,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-1_n00_of_03_f000228_t0011.4s.png,Exp11 MPO vector (eval +45.5); neighbor 1/3; frame=228
lvn-learning-1-01,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-1_n01_of_03_f000237_t0011.8s.png,Exp11 MPO vector (eval +45.5); neighbor 2/3; frame=237
lvn-learning-1-02,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-1_n02_of_03_f000246_t0012.3s.png,Exp11 MPO vector (eval +45.5); neighbor 3/3; frame=246
lvn-learning-2-00,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-2_n00_of_03_f000313_t0015.7s.png,Exp11 MPO vector (eval +45.5); neighbor 1/3; frame=313
lvn-learning-2-01,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-2_n01_of_03_f000322_t0016.1s.png,Exp11 MPO vector (eval +45.5); neighbor 2/3; frame=322
lvn-learning-2-02,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217142297111_ml_mpo_decoupled_dual_vector_sparse_22-15-02/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-2_n02_of_03_f000331_t0016.6s.png,Exp11 MPO vector (eval +45.5); neighbor 3/3; frame=331
src-6d5646fa,source_video,learning-vs-not,learning,na,backend/autonomous_control/runs/9998217172220712_ml_sac_vector_budget_13-56-17/videos/eval_best.mp4,themes/05_learning_vs_not/source/9998217172220712_ml_sac_vector_budget_13-56-17__eval_best.mp4,hardlink; Exp7 SAC vector budget (first positive)
lvn-curve-4f2bfa81,plot,learning-vs-not,learning,Results,backend/autonomous_control/runs/9998217172220712_ml_sac_vector_budget_13-56-17/plots/learning_curves.png,themes/05_learning_vs_not/frames/curve_learning_9998217172220712_ml_sac_vector_budget_13_4f2bfa81.png,hardlink; Exp7 SAC vector budget (first positive)
lvn-learning-0-00,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217172220712_ml_sac_vector_budget_13-56-17/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-0_n00_of_03_f000141_t0007.0s.png,Exp7 SAC vector budget (first positive); neighbor 1/3; frame=141
lvn-learning-0-01,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217172220712_ml_sac_vector_budget_13-56-17/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-0_n01_of_03_f000150_t0007.5s.png,Exp7 SAC vector budget (first positive); neighbor 2/3; frame=150
lvn-learning-0-02,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217172220712_ml_sac_vector_budget_13-56-17/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-0_n02_of_03_f000159_t0008.0s.png,Exp7 SAC vector budget (first positive); neighbor 3/3; frame=159
lvn-learning-1-00,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217172220712_ml_sac_vector_budget_13-56-17/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-1_n00_of_03_f000249_t0012.4s.png,Exp7 SAC vector budget (first positive); neighbor 1/3; frame=249
lvn-learning-1-01,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217172220712_ml_sac_vector_budget_13-56-17/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-1_n01_of_03_f000258_t0012.9s.png,Exp7 SAC vector budget (first positive); neighbor 2/3; frame=258
lvn-learning-1-02,frame,learning-vs-not,learning,Results / Discussion,backend/autonomous_control/runs/9998217172220712_ml_sac_vector_budget_13-56-17/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-learning-1_n02_of_03_f000267_t0013.3s.png,Exp7 SAC vector budget (first positive); neighbor 3/3; frame=267
src-5f35d7fc,source_video,learning-vs-not,not_learning,na,backend/autonomous_control/runs/9998217254656575_ml_shutter_mpo_t09_15-02-22/videos/eval_best.mp4,themes/05_learning_vs_not/source/9998217254656575_ml_shutter_mpo_t09_15-02-22__eval_best.mp4,hardlink; Exp1 MPO shutter threshold (flat fail)
lvn-curve-d7fd204e,plot,learning-vs-not,not_learning,Results,backend/autonomous_control/runs/9998217254656575_ml_shutter_mpo_t09_15-02-22/plots/learning_curves.png,themes/05_learning_vs_not/frames/curve_not_learning_9998217254656575_ml_shutter_mpo_t09_15-0_d7fd204e.png,hardlink; Exp1 MPO shutter threshold (flat fail)
lvn-not_learning-0-00,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217254656575_ml_shutter_mpo_t09_15-02-22/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-0_n00_of_03_f000241_t0012.1s.png,Exp1 MPO shutter threshold (flat fail); neighbor 1/3; frame=241
lvn-not_learning-0-01,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217254656575_ml_shutter_mpo_t09_15-02-22/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-0_n01_of_03_f000258_t0012.9s.png,Exp1 MPO shutter threshold (flat fail); neighbor 2/3; frame=258
lvn-not_learning-0-02,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217254656575_ml_shutter_mpo_t09_15-02-22/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-0_n02_of_03_f000275_t0013.8s.png,Exp1 MPO shutter threshold (flat fail); neighbor 3/3; frame=275
lvn-not_learning-1-00,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217254656575_ml_shutter_mpo_t09_15-02-22/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-1_n00_of_03_f000456_t0022.8s.png,Exp1 MPO shutter threshold (flat fail); neighbor 1/3; frame=456
lvn-not_learning-1-01,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217254656575_ml_shutter_mpo_t09_15-02-22/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-1_n01_of_03_f000473_t0023.6s.png,Exp1 MPO shutter threshold (flat fail); neighbor 2/3; frame=473
lvn-not_learning-1-02,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217254656575_ml_shutter_mpo_t09_15-02-22/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-1_n02_of_03_f000490_t0024.5s.png,Exp1 MPO shutter threshold (flat fail); neighbor 3/3; frame=490
lvn-not_learning-2-00,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217254656575_ml_shutter_mpo_t09_15-02-22/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-2_n00_of_03_f000628_t0031.4s.png,Exp1 MPO shutter threshold (flat fail); neighbor 1/3; frame=628
lvn-not_learning-2-01,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217254656575_ml_shutter_mpo_t09_15-02-22/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-2_n01_of_03_f000645_t0032.2s.png,Exp1 MPO shutter threshold (flat fail); neighbor 2/3; frame=645
lvn-not_learning-2-02,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217254656575_ml_shutter_mpo_t09_15-02-22/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-2_n02_of_03_f000662_t0033.1s.png,Exp1 MPO shutter threshold (flat fail); neighbor 3/3; frame=662
src-680d590f,source_video,learning-vs-not,not_learning,na,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/videos/eval_best.mp4,themes/05_learning_vs_not/source/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46__eval_best.mp4,hardlink; Exp5 MPO width collapse
lvn-curve-2f6e2aad,plot,learning-vs-not,not_learning,Results,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/plots/learning_curves.png,themes/05_learning_vs_not/frames/curve_not_learning_9998217218692971_ml_mpo_model_size_mpo_s_2f6e2aad.png,hardlink; Exp5 MPO width collapse
lvn-not_learning-0-00,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-0_n00_of_03_f000120_t0006.0s.png,Exp5 MPO width collapse; neighbor 1/3; frame=120
lvn-not_learning-0-01,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-0_n01_of_03_f000129_t0006.5s.png,Exp5 MPO width collapse; neighbor 2/3; frame=129
lvn-not_learning-0-02,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-0_n02_of_03_f000138_t0006.9s.png,Exp5 MPO width collapse; neighbor 3/3; frame=138
lvn-not_learning-1-00,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-1_n00_of_03_f000228_t0011.4s.png,Exp5 MPO width collapse; neighbor 1/3; frame=228
lvn-not_learning-1-01,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-1_n01_of_03_f000237_t0011.8s.png,Exp5 MPO width collapse; neighbor 2/3; frame=237
lvn-not_learning-1-02,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-1_n02_of_03_f000246_t0012.3s.png,Exp5 MPO width collapse; neighbor 3/3; frame=246
lvn-not_learning-2-00,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-2_n00_of_03_f000313_t0015.7s.png,Exp5 MPO width collapse; neighbor 1/3; frame=313
lvn-not_learning-2-01,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-2_n01_of_03_f000322_t0016.1s.png,Exp5 MPO width collapse; neighbor 2/3; frame=322
lvn-not_learning-2-02,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217218692971_ml_mpo_model_size_mpo_s_01-01-46/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-2_n02_of_03_f000331_t0016.6s.png,Exp5 MPO width collapse; neighbor 3/3; frame=331
src-1128e243,source_video,learning-vs-not,not_learning,na,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/05_learning_vs_not/source/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42__eval_best.mp4,hardlink; Exp10 safe-mode penalty (worst)
lvn-curve-fe6ea712,plot,learning-vs-not,not_learning,Results,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/plots/learning_curves.png,themes/05_learning_vs_not/frames/curve_not_learning_9998217144237087_ml_mpo_safe_mode_penalt_fe6ea712.png,hardlink; Exp10 safe-mode penalty (worst)
lvn-not_learning-0-00,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-0_n00_of_03_f000120_t0006.0s.png,Exp10 safe-mode penalty (worst); neighbor 1/3; frame=120
lvn-not_learning-0-01,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-0_n01_of_03_f000129_t0006.5s.png,Exp10 safe-mode penalty (worst); neighbor 2/3; frame=129
lvn-not_learning-0-02,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-0_n02_of_03_f000138_t0006.9s.png,Exp10 safe-mode penalty (worst); neighbor 3/3; frame=138
lvn-not_learning-1-00,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-1_n00_of_03_f000228_t0011.4s.png,Exp10 safe-mode penalty (worst); neighbor 1/3; frame=228
lvn-not_learning-1-01,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-1_n01_of_03_f000237_t0011.8s.png,Exp10 safe-mode penalty (worst); neighbor 2/3; frame=237
lvn-not_learning-1-02,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-1_n02_of_03_f000246_t0012.3s.png,Exp10 safe-mode penalty (worst); neighbor 3/3; frame=246
lvn-not_learning-2-00,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-2_n00_of_03_f000313_t0015.7s.png,Exp10 safe-mode penalty (worst); neighbor 1/3; frame=313
lvn-not_learning-2-01,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-2_n01_of_03_f000322_t0016.1s.png,Exp10 safe-mode penalty (worst); neighbor 2/3; frame=322
lvn-not_learning-2-02,frame,learning-vs-not,not_learning,Results / Discussion,backend/autonomous_control/runs/9998217144237087_ml_mpo_safe_mode_penalty_safe_mode_penalty_on_21-42-42/videos/eval_best.mp4,themes/05_learning_vs_not/frames/lvn-not_learning-2_n02_of_03_f000331_t0016.6s.png,Exp10 safe-mode penalty (worst); neighbor 3/3; frame=331
